accidentId,Accidents,year,injuriesId,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1996,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1997,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1998,73.0,Injured
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,1999,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2000,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2001,,
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2002,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2003,73.0,Injured
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
4,Accident,2004,,
